street,street_type,street_name,municipality,province,country,latitude,longitude,geo_source
C/ MIRAMBELL,C/,MIRAMBELL,Valencia,Valencia,Spain,39.5194039,-0.3691974,nominatim
C/ FUENCALIENTE,C/,FUENCALIENTE,Valencia,Valencia,Spain,39.4905592,-1.1078616,nominatim
C/ MOTONAU,C/,MOTONAU,Valencia,Valencia,Spain,39.4846407,-0.3874634,nominatim
C/ PARE JOFRE,C/,PARE JOFRE,Valencia,Valencia,Spain,39.4678067,-0.3816279,nominatim
C/ PARE ESTEBAN PERNET,C/,PARE ESTEBAN PERNET,Valencia,Valencia,Spain,39.4672318,-0.4082955,nominatim
PL PATRAIX,PL,PATRAIX,Valencia,Valencia,Spain,39.4628229,-0.392002,nominatim
C/ DE LA PAU,C/,DE LA PAU,Valencia,Valencia,Spain,39.473621,-0.3747383,nominatim
C/ PINTOR CABRERA,C/,PINTOR CABRERA,Valencia,Valencia,Spain,38.3447764,-0.4911306,nominatim
C/ PIUS IX,C/,PIUS IX,Valencia,Valencia,Spain,39.4454809,-0.3929918,nominatim
C/ POETA MARAGALL,C/,POETA MARAGALL,Valencia,Valencia,Spain,39.4562516,-0.3893391,nominatim
C/ POETA QUEROL,C/,POETA QUEROL,Valencia,Valencia,Spain,39.5566513,-0.5482701,nominatim
C/ PRESSEGUER,C/,PRESSEGUER,Valencia,Valencia,Spain,39.4718698,-0.3811687,nominatim
C/ POBLA DE FARNALS,C/,POBLA DE FARNALS,Valencia,Valencia,Spain,39.5880515,-0.332612,nominatim
C/ QUART,C/,QUART,Valencia,Valencia,Spain,39.4756341,-0.3847175,nominatim
PL RONCESVALLS,PL,RONCESVALLS,Valencia,Valencia,Spain,39.4875366,-0.3782824,nominatim
C/ RUIZ DE LIHORY,C/,RUIZ DE LIHORY,Valencia,Valencia,Spain,39.4732936,-0.3738653,nominatim
C/ TIRANT LO BLANCH,C/,TIRANT LO BLANCH,Valencia,Valencia,Spain,39.0649324,-0.5127478,nominatim
C/ ULISSES,C/,ULISSES,Valencia,Valencia,Spain,38.8281434,0.0940813,nominatim
PL VANNES,PL,VANNES,Valencia,Valencia,Spain,39.4683242,-0.382975,nominatim
C/ VILA-REAL,C/,VILA-REAL,Valencia,Valencia,Spain,39.6456179,-0.406195,nominatim
C/ LLUCENA DEL CID,C/,LLUCENA DEL CID,Valencia,Valencia,Spain,40.1370078,-0.2814555,nominatim
C/ DIPUTAT ISIDRE ESCANDELL,C/,DIPUTAT ISIDRE ESCANDELL,Valencia,Valencia,Spain,39.4513324,-0.3728688,nominatim
C/ PARE CIPRIÃ,C/,PARE CIPRIÃ,Valencia,Valencia,Spain,39.5348763,-0.4094759,nominatim
C/ POETA AL RUSSAFI,C/,POETA AL RUSSAFI,Valencia,Valencia,Spain,39.4610401,-0.3705914,nominatim
PL CIUTAT DE BRUGES,PL,CIUTAT DE BRUGES,Valencia,Valencia,Spain,39.4735053,-0.3797441,nominatim
PL TOSSAL,PL,TOSSAL,Valencia,Valencia,Spain,39.4761956,-0.3801798,nominatim
C/ BARX,C/,BARX,Valencia,Valencia,Spain,39.0148124,-0.302021,nominatim
C/ JOSE MARIA HARO (MAGISTRAT),C/,JOSE MARIA HARO (MAGISTRAT),Valencia,Valencia,Spain,39.472313,-0.336712,nominatim
C/ GIBRALTAR,C/,GIBRALTAR,Valencia,Valencia,Spain,39.9922274,-0.0358053,nominatim
C/ GEPA,C/,GEPA,Valencia,Valencia,Spain,39.51599,-0.3791024,nominatim
C/ GARROFA,C/,GARROFA,Valencia,Valencia,Spain,39.5331422,-0.4524397,nominatim
C/ GASPAR TORRELLA,C/,GASPAR TORRELLA,Valencia,Valencia,Spain,39.4535758,-0.393068,nominatim
ENTD GABINO,ENTD,GABINO,Valencia,Valencia,Spain,39.3083464,-0.2992373,nominatim
C/ ESQUIF,C/,ESQUIF,Valencia,Valencia,Spain,39.4821031,-0.3849862,nominatim
C/ ERNEST FERRER,C/,ERNEST FERRER,Valencia,Valencia,Spain,39.4718414,-0.3554927,nominatim
C/ ESCULTOR AIXA,C/,ESCULTOR AIXA,Valencia,Valencia,Spain,39.4268982,-0.3628836,nominatim
ENTD RULLO,ENTD,RULLO,Valencia,Valencia,Spain,39.4204254,-0.3362339,nominatim
C/ DANSES,C/,DANSES,Valencia,Valencia,Spain,38.6181694,-0.5841352,nominatim
C/ CUENCA TRAMOYERES,C/,CUENCA TRAMOYERES,Valencia,Valencia,Spain,39.4833583,-0.3608243,nominatim
C/ ESTACIONETA,C/,ESTACIONETA,Valencia,Valencia,Spain,39.4537083,-0.3337651,nominatim
C/ CERAMISTA ROS,C/,CERAMISTA ROS,Valencia,Valencia,Spain,39.462254,-0.4034127,nominatim
C/ CASTELLÃ,C/,CASTELLÃ,Valencia,Valencia,Spain,38.3959518,-0.5292638,nominatim
C/ CATALANS,C/,CATALANS,Valencia,Valencia,Spain,39.9439958,-0.0121021,nominatim
CAMI CARPESA A MONTCADA,CAMI,CARPESA A MONTCADA,Valencia,Valencia,Spain,39.5215874,-0.3865955,nominatim
C/ BOIX,C/,BOIX,Valencia,Valencia,Spain,39.4771023,-0.3722005,nominatim
C/ ALCÃSSER,C/,ALCÃSSER,Valencia,Valencia,Spain,39.4192351,-0.6823022,nominatim
C/ ALBAL,C/,ALBAL,Valencia,Valencia,Spain,39.3984835,-0.4019879,nominatim
C/ JOAN BAPTISTA COMES,C/,JOAN BAPTISTA COMES,Valencia,Valencia,Spain,39.466366,-0.4147253,nominatim
C/ JUAN BAUTISTA MARCO,C/,JUAN BAUTISTA MARCO,Valencia,Valencia,Spain,39.4625741,-0.3450142,nominatim
C/ JUAN FABREGAT,C/,JUAN FABREGAT,Valencia,Valencia,Spain,39.4571739,-0.3849303,nominatim
CAMI ASSAGADOR DEL MORRO,CAMI,ASSAGADOR DEL MORRO,Valencia,Valencia,Spain,39.4434183,-0.3734244,nominatim
C/ AZCÃRRAGA,C/,AZCÃRRAGA,Valencia,Valencia,Spain,39.4507233,-0.3372989,nominatim
C/ ARQUITECTE ARNAU,C/,ARQUITECTE ARNAU,Valencia,Valencia,Spain,39.4846068,-0.3566387,nominatim
C/ ARQUITECTE CARBONELL,C/,ARQUITECTE CARBONELL,Valencia,Valencia,Spain,39.4911579,-0.3757301,nominatim
C/ ANTONI SUÃREZ,C/,ANTONI SUÃREZ,Valencia,Valencia,Spain,39.4695255,-0.3568799,nominatim
PL ARAS DE LOS OLMOS,PL,ARAS DE LOS OLMOS,Valencia,Valencia,Spain,39.4480147,-0.3334543,nominatim
C/ ARNAU DE VILANOVA,C/,ARNAU DE VILANOVA,Valencia,Valencia,Spain,39.5358282,-0.3668465,nominatim
C/ EMPAR GUILLEM,C/,EMPAR GUILLEM,Valencia,Valencia,Spain,39.4689944,-0.3294599,nominatim
C/ ANGUILERA,C/,ANGUILERA,Valencia,Valencia,Spain,39.3830731,-0.3330295,nominatim
CAMI ANOUERS,CAMI,ANOUERS,Valencia,Valencia,Spain,39.439208,-0.3536577,nominatim
CAMI ALQUERIA DE GILET,CAMI,ALQUERIA DE GILET,Valencia,Valencia,Spain,39.5386549,-0.383729,nominatim
C/ ALBAIDA,C/,ALBAIDA,Valencia,Valencia,Spain,39.4665239,-0.3914304,nominatim
C/ SANTA PAULA MONTAL,C/,SANTA PAULA MONTAL,Valencia,Valencia,Spain,39.4764237,-0.4026641,nominatim
C/ COCOTERS,C/,COCOTERS,Valencia,Valencia,Spain,39.4541277,-0.3347534,nominatim
C/ VIDAL,C/,VIDAL,Valencia,Valencia,Spain,39.4597262,-0.3358453,nominatim
C/ HORTICULTOR GALÃN,C/,HORTICULTOR GALÃN,Valencia,Valencia,Spain,39.4880799,-0.379794,nominatim
C/ JULIÃN GAYARRE,C/,JULIÃN GAYARRE,Valencia,Valencia,Spain,39.4440013,-0.3659878,nominatim
C/ NUMERO UNO,C/,NUMERO UNO,Valencia,Valencia,Spain,39.4197286,-0.4689613,nominatim
C/ MARIÃ CUBER,C/,MARIÃ CUBER,Valencia,Valencia,Spain,39.4636844,-0.3306763,nominatim
C/ MISSER TARAZONA,C/,MISSER TARAZONA,Valencia,Valencia,Spain,39.4770045,-0.3748258,nominatim
C/ NATURALISTA RAFAEL CISTERNAS,C/,NATURALISTA RAFAEL CISTERNAS,Valencia,Valencia,Spain,39.4740197,-0.3603194,nominatim
C/ PALMA,C/,PALMA,Valencia,Valencia,Spain,38.5658968,-0.6289784,nominatim
C/ PERIS BRELL,C/,PERIS BRELL,Valencia,Valencia,Spain,39.4666894,-0.3467917,nominatim
C/ PESCADORS,C/,PESCADORS,Valencia,Valencia,Spain,38.9918023,-0.1618198,nominatim
CTRA PI,CTRA,PI,Valencia,Valencia,Spain,40.4892025,0.466165,nominatim
CTRA PLAZA,CTRA,PLAZA,Valencia,Valencia,Spain,39.4969083,-0.68822,nominatim
C/ REMUNTA,C/,REMUNTA,Valencia,Valencia,Spain,39.4742859,-0.3296037,nominatim
C/ TOMASOS,C/,TOMASOS,Valencia,Valencia,Spain,39.4612814,-0.370674,nominatim
C/ ANDREU JULIÃ,C/,ANDREU JULIÃ,Valencia,Valencia,Spain,39.4772959,-0.3848209,nominatim
C/ BAPTISTA ESTEVE XIMENO,C/,BAPTISTA ESTEVE XIMENO,Valencia,Valencia,Spain,39.4871267,-0.3840851,nominatim
C/ BOATELLA,C/,BOATELLA,Valencia,Valencia,Spain,39.4747082,-0.3797402,nominatim
PL BENEYTO I COLL,PL,BENEYTO I COLL,Valencia,Valencia,Spain,39.4779748,-0.3778145,nominatim
C/ BURGOS,C/,BURGOS,Valencia,Valencia,Spain,39.4706218,-0.3990278,nominatim
C/ CAVALLERS,C/,CAVALLERS,Valencia,Valencia,Spain,38.8404686,0.105589,nominatim
C/ CALLOSA D'EN SARRIA,C/,CALLOSA D'EN SARRIA,Valencia,Valencia,Spain,38.7504367,-0.437085,nominatim
C/ ALBOCÃSSER,C/,ALBOCÃSSER,Valencia,Valencia,Spain,40.170441,-0.0126225,nominatim
PL CÃNOVAS DEL CASTILLO,PL,CÃNOVAS DEL CASTILLO,Valencia,Valencia,Spain,39.467913,-0.3654898,nominatim
C/ CANONER,C/,CANONER,Valencia,Valencia,Spain,39.4885252,-0.3779228,nominatim
C/ CARME CRESPO,C/,CARME CRESPO,Valencia,Valencia,Spain,39.4857659,-0.3575264,nominatim
C/ CARNISSERIA,C/,CARNISSERIA,Valencia,Valencia,Spain,38.9611198,-0.1882118,nominatim
C/ CASTELLVINS,C/,CASTELLVINS,Valencia,Valencia,Spain,39.4737292,-0.3742616,nominatim
PG CIUTADELLA,PG,CIUTADELLA,Valencia,Valencia,Spain,39.4741957,-0.3681433,nominatim
C/ ALDAIA,C/,ALDAIA,Valencia,Valencia,Spain,39.5057315,-0.4427968,nominatim
C/ CONQUESTA,C/,CONQUESTA,Valencia,Valencia,Spain,39.492895,-0.3847217,nominatim
C/ CORRETGERIA,C/,CORRETGERIA,Valencia,Valencia,Spain,38.987737,-0.5203815,nominatim
C/ ALEMANY,C/,ALEMANY,Valencia,Valencia,Spain,39.4973076,-0.3781619,nominatim
PL CHOPIN,PL,CHOPIN,Valencia,Valencia,Spain,39.4680778,-0.3454615,nominatim
C/ DAMES,C/,DAMES,Valencia,Valencia,Spain,39.4727169,-0.3735896,nominatim
C/ ABEN AMIR,C/,ABEN AMIR,Valencia,Valencia,Spain,39.4572831,-0.3708749,nominatim
PL DOCTOR COLLADO,PL,DOCTOR COLLADO,Valencia,Valencia,Spain,39.4743255,-0.3778007,nominatim
C/ DUC DE CALÃBRIA,C/,DUC DE CALÃBRIA,Valencia,Valencia,Spain,38.9890274,-0.5295416,nominatim
C/ EDITOR MANUEL AGUILAR,C/,EDITOR MANUEL AGUILAR,Valencia,Valencia,Spain,39.4728954,-0.38093,nominatim
C/ EN GORDO,C/,EN GORDO,Valencia,Valencia,Spain,39.4746176,-0.3710122,nominatim
C/ ESPINOSA,C/,ESPINOSA,Valencia,Valencia,Spain,39.4721393,-0.3848696,nominatim
C/ ALMISERÃ,C/,ALMISERÃ,Valencia,Valencia,Spain,38.9161848,-0.2848533,nominatim
C/ FELIP DE GAUNA,C/,FELIP DE GAUNA,Valencia,Valencia,Spain,39.4714308,-0.3329669,nominatim
C/ FRA MATEU,C/,FRA MATEU,Valencia,Valencia,Spain,39.4617095,-0.3912143,nominatim
C/ GAVARRA,C/,GAVARRA,Valencia,Valencia,Spain,39.483194,-0.3878062,nominatim
C/ GANDIA,C/,GANDIA,Valencia,Valencia,Spain,38.5376171,-0.1807036,nominatim
C/ GASCONS,C/,GASCONS,Valencia,Valencia,Spain,38.9685008,-0.1931588,nominatim
C/ GIL POLO,C/,GIL POLO,Valencia,Valencia,Spain,39.4779929,-0.3769594,nominatim
C/ GIL ROGER,C/,GIL ROGER,Valencia,Valencia,Spain,39.7331635,-0.8250008,nominatim
C/ GOVERNADOR VELL,C/,GOVERNADOR VELL,Valencia,Valencia,Spain,39.475,-0.3715858,nominatim
PL HORTICULTOR CORSET,PL,HORTICULTOR CORSET,Valencia,Valencia,Spain,39.4728987,-0.392938,nominatim
C/ IMATGER BUSSI,C/,IMATGER BUSSI,Valencia,Valencia,Spain,39.4737416,-0.3347829,nominatim
C/ ISABEL DE VILLENA,C/,ISABEL DE VILLENA,Valencia,Valencia,Spain,39.9317417,-0.1038001,nominatim
C/ JARDINS,C/,JARDINS,Valencia,Valencia,Spain,39.0748922,-0.2683457,nominatim
C/ JOSEP FAUS,C/,JOSEP FAUS,Valencia,Valencia,Spain,39.4654378,-0.3546965,nominatim
C/ JOAN DE JOANES,C/,JOAN DE JOANES,Valencia,Valencia,Spain,38.694878,-0.4846797,nominatim
C/ JUST VILAR,C/,JUST VILAR,Valencia,Valencia,Spain,39.467102,-0.3301509,nominatim
C/ LLEIDA,C/,LLEIDA,Valencia,Valencia,Spain,38.199957,-0.5624833,nominatim
C/ BORGES,C/,BORGES,Valencia,Valencia,Spain,37.9858182,-0.6994023,nominatim
C/ PLA DEL REAL,C/,PLA DEL REAL,Valencia,Valencia,Spain,39.4769403,-0.3677944,nominatim
C/ MESTRE PALAU,C/,MESTRE PALAU,Valencia,Valencia,Spain,39.4308329,-0.4144105,nominatim
C/ MARE VELLA,C/,MARE VELLA,Valencia,Valencia,Spain,39.4691498,-0.3802302,nominatim
C/ MORO ZEID,C/,MORO ZEID,Valencia,Valencia,Spain,39.4754897,-0.3808275,nominatim
C/ NAVARRO CABANES,C/,NAVARRO CABANES,Valencia,Valencia,Spain,39.4714893,-0.4009392,nominatim
C/ ACTOR LLORENS,C/,ACTOR LLORENS,Valencia,Valencia,Spain,39.4682172,-0.3547701,nominatim
C/ PARE FULLANA,C/,PARE FULLANA,Valencia,Valencia,Spain,39.5356318,-0.4099492,nominatim
C/ PARE MUEDRA,C/,PARE MUEDRA,Valencia,Valencia,Spain,39.4858984,-0.3978445,nominatim
C/ PEDRO DE VALDIVIA,C/,PEDRO DE VALDIVIA,Valencia,Valencia,Spain,38.6218652,-0.5688042,nominatim
C/ PERIODISTA BADIA,C/,PERIODISTA BADIA,Valencia,Valencia,Spain,39.4774564,-0.3630422,nominatim
C/ TEIDE,C/,TEIDE,Valencia,Valencia,Spain,37.9617232,-0.7195614,nominatim
C/ PROFESSOR BELTRÃN BÃGUENA,C/,PROFESSOR BELTRÃN BÃGUENA,Valencia,Valencia,Spain,39.4810762,-0.3899456,nominatim
C/ GINESTA,C/,GINESTA,Valencia,Valencia,Spain,39.4917604,-0.3578678,nominatim
C/ ARXIDUC CARLES,C/,ARXIDUC CARLES,Valencia,Valencia,Spain,38.8504437,0.0168424,nominatim
C/ RIBERA,C/,RIBERA,Valencia,Valencia,Spain,39.4674967,-0.3759749,nominatim
PL RIU LLOBREGAT,PL,RIU LLOBREGAT,Valencia,Valencia,Spain,39.4319372,-0.3639277,nominatim
C/ RIU SIL,C/,RIU SIL,Valencia,Valencia,Spain,39.4645241,-0.3330484,nominatim
C/ RIU TAJO,C/,RIU TAJO,Valencia,Valencia,Spain,39.6661393,-0.2107944,nominatim
C/ RUGAT,C/,RUGAT,Valencia,Valencia,Spain,38.8792847,-0.36232,nominatim
C/ SAGUNT,C/,SAGUNT,Valencia,Valencia,Spain,38.8368385,0.1043408,nominatim
C/ SANT FERRAN,C/,SANT FERRAN,Valencia,Valencia,Spain,39.0952007,-0.3661863,nominatim
PL SANT BULT,PL,SANT BULT,Valencia,Valencia,Spain,39.4750101,-0.370526,nominatim
C/ SANTA ROSA,C/,SANTA ROSA,Valencia,Valencia,Spain,38.3729378,-0.505777,nominatim
C/ SANTANDER,C/,SANTANDER,Valencia,Valencia,Spain,38.5335702,-0.157758,nominatim
C/ SANT CALZE,C/,SANT CALZE,Valencia,Valencia,Spain,39.4758524,-0.3758885,nominatim
PL ARTUR PIERA,PL,ARTUR PIERA,Valencia,Valencia,Spain,39.4705471,-0.3945894,nominatim
C/ SONEIXA,C/,SONEIXA,Valencia,Valencia,Spain,39.8156407,-0.4300063,nominatim
PL TETUAN,PL,TETUAN,Valencia,Valencia,Spain,39.9871265,-0.0403089,nominatim
C/ ASPIROZ,C/,ASPIROZ,Valencia,Valencia,Spain,39.5404741,-0.4055689,nominatim
AV VALLADOLID,AV,VALLADOLID,Valencia,Valencia,Spain,39.488851,-0.3593899,nominatim
PL OLOF PALME,PL,OLOF PALME,Valencia,Valencia,Spain,39.4725157,-0.3494648,nominatim
PL JULES VERNE,PL,JULES VERNE,Valencia,Valencia,Spain,39.4503302,-0.3916781,nominatim
C/ BENISSUERA,C/,BENISSUERA,Valencia,Valencia,Spain,38.8925054,-0.4923275,nominatim
C/ GRAVADOR MANUEL PELEGUER,C/,GRAVADOR MANUEL PELEGUER,Valencia,Valencia,Spain,39.4727569,-0.3478895,nominatim
C/ ESLIDA,C/,ESLIDA,Valencia,Valencia,Spain,39.8225652,-0.2416058,nominatim
C/ REAL DE GANDIA,C/,REAL DE GANDIA,Valencia,Valencia,Spain,39.4866346,-0.354451,nominatim
C/ SAMARUCS,C/,SAMARUCS,Valencia,Valencia,Spain,39.445299,-0.3650304,nominatim
PL HOLANDA,PL,HOLANDA,Valencia,Valencia,Spain,39.4483252,-0.3878827,nominatim
C/ DRETS HUMANS,C/,DRETS HUMANS,Valencia,Valencia,Spain,39.453468,-0.3792666,nominatim
C/ FUE,C/,FUE,Valencia,Valencia,Spain,39.1454337,-0.3396963,nominatim
C/ PARE TENA,C/,PARE TENA,Valencia,Valencia,Spain,39.4895729,-0.3835256,nominatim
PL PROFESSOR GRISOLIA,PL,PROFESSOR GRISOLIA,Valencia,Valencia,Spain,39.4692704,-0.3366408,nominatim
C/ RAMBLA DE EL SALER,C/,RAMBLA DE EL SALER,Valencia,Valencia,Spain,39.3727702,-0.321916,nominatim
C/ COLLVERD,C/,COLLVERD,Valencia,Valencia,Spain,39.3060548,-0.2929712,nominatim
C/ PILOTA VALENCIANA,C/,PILOTA VALENCIANA,Valencia,Valencia,Spain,39.4719315,-0.4003568,nominatim
C/ SANTIAGO CALATRAVA (ARQUITECTE),C/,SANTIAGO CALATRAVA (ARQUITECTE),Valencia,Valencia,Spain,39.5022184,-0.4243345,nominatim
C/ ANTONIO SACRAMENTO (ESCULTOR),C/,ANTONIO SACRAMENTO (ESCULTOR),Valencia,Valencia,Spain,39.4540072,-0.3577682,nominatim
C/ VALL D'ALBAIDA,C/,VALL D'ALBAIDA,Valencia,Valencia,Spain,39.0132439,-0.4698128,nominatim
C/ MARINA ALTA,C/,MARINA ALTA,Valencia,Valencia,Spain,39.491439,-0.4030077,nominatim
C/ BENAIXEVE,C/,BENAIXEVE,Valencia,Valencia,Spain,39.7072913,-1.1005101,nominatim
C/ MAS DEL CANSALADER,C/,MAS DEL CANSALADER,Valencia,Valencia,Spain,39.5496646,-0.4210671,nominatim
PL JARDI DE WANGARI MAATHAI (PREMI NOBEL DE LA PAU),PL,JARDI DE WANGARI MAATHAI (PREMI NOBEL DE LA PAU),Valencia,Valencia,Spain,39.4516237,-0.4011582,nominatim
C/ LLOMETES,C/,LLOMETES,Valencia,Valencia,Spain,38.5321879,-0.5857728,nominatim
C/ JOSEP MARIA TENA ARTOLA (TRAMVIER),C/,JOSEP MARIA TENA ARTOLA (TRAMVIER),Valencia,Valencia,Spain,39.4456612,-0.3358912,nominatim
CAMI ALQUERIA DEL CACHORRO,CAMI,ALQUERIA DEL CACHORRO,Valencia,Valencia,Spain,39.4304941,-0.3756147,nominatim
C/ CARDENAL PAYÃ,C/,CARDENAL PAYÃ,Valencia,Valencia,Spain,38.3469638,-0.4956829,nominatim
CAMI CASTELLAR,CAMI,CASTELLAR,Valencia,Valencia,Spain,39.4228634,-0.3713056,nominatim
C/ MORAIRA,C/,MORAIRA,Valencia,Valencia,Spain,38.3306801,-0.5118266,nominatim
C/ SANTA TERESA,C/,SANTA TERESA,Valencia,Valencia,Spain,38.3491933,-0.5278945,nominatim
PL HORES,PL,HORES,Valencia,Valencia,Spain,39.4598716,-0.3315334,nominatim
C/ PINTOR NAVARRO LLORENS,C/,PINTOR NAVARRO LLORENS,Valencia,Valencia,Spain,39.4670202,-0.3876154,nominatim
C/ PIZARRO,C/,PIZARRO,Valencia,Valencia,Spain,39.139857,-0.590718,nominatim
C/ PLUS ULTRA,C/,PLUS ULTRA,Valencia,Valencia,Spain,39.4550972,-0.3726629,nominatim
C/ RIU ERESMA,C/,RIU ERESMA,Valencia,Valencia,Spain,39.4487838,-0.378058,nominatim
C/ RIU JILOCA,C/,RIU JILOCA,Valencia,Valencia,Spain,39.4830286,-0.328636,nominatim
C/ RIU TORMES,C/,RIU TORMES,Valencia,Valencia,Spain,38.5655784,-0.6329231,nominatim
ENTD ROMANCE,ENTD,ROMANCE,Valencia,Valencia,Spain,39.4470016,-0.3505101,nominatim
C/ SANT ANTONI,C/,SANT ANTONI,Valencia,Valencia,Spain,38.7806999,-0.5161358,nominatim
PTGE GINER,PTGE,GINER,Valencia,Valencia,Spain,39.4744097,-0.3759945,nominatim
C/ ESTRIBORD,C/,ESTRIBORD,Valencia,Valencia,Spain,38.6328341,0.002815,nominatim
C/ EN GALL,C/,EN GALL,Valencia,Valencia,Spain,39.4730722,-0.3786542,nominatim
C/ CAYUCO,C/,CAYUCO,Valencia,Valencia,Spain,39.4846794,-0.3868166,nominatim
C/ CASAS ALTAS,C/,CASAS ALTAS,Valencia,Valencia,Spain,40.0395154,-1.2629814,nominatim
C/ CASAS BAJAS,C/,CASAS BAJAS,Valencia,Valencia,Spain,40.0237302,-1.2604112,nominatim
C/ CASES DE CARBONELL,C/,CASES DE CARBONELL,Valencia,Valencia,Spain,38.4286976,-0.5911442,nominatim
C/ CAMPAMENT,C/,CAMPAMENT,Valencia,Valencia,Spain,39.4968889,-0.4338854,nominatim
C/ CALAMOCHA,C/,CALAMOCHA,Valencia,Valencia,Spain,38.0505436,-0.7194046,nominatim
C/ BITÃCOLA,C/,BITÃCOLA,Valencia,Valencia,Spain,39.8686605,-0.0742787,nominatim
C/ CARITAT,C/,CARITAT,Valencia,Valencia,Spain,38.1920014,-0.5517941,nominatim
C/ BEATA,C/,BEATA,Valencia,Valencia,Spain,39.4723645,-0.3803507,nominatim
C/ BALANDRA,C/,BALANDRA,Valencia,Valencia,Spain,39.4894151,-0.3841663,nominatim
C/ AVE MARIA,C/,AVE MARIA,Valencia,Valencia,Spain,39.7259986,-0.2618114,nominatim
C/ ANTONI LÃZARO,C/,ANTONI LÃZARO,Valencia,Valencia,Spain,39.5300607,-0.3863889,nominatim
CAMI ALQUERIA DE MARQUET,CAMI,ALQUERIA DE MARQUET,Valencia,Valencia,Spain,39.5122017,-0.3863308,nominatim
C/ ACTOR MORA,C/,ACTOR MORA,Valencia,Valencia,Spain,39.4863159,-0.376515,nominatim
C/ PG NUM.70,C/,PG NUM.70,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ FRANCESC LLOSÃ I VIGUER,C/,FRANCESC LLOSÃ I VIGUER,Valencia,Valencia,Spain,39.4846022,-0.4019935,nominatim
C/ EMILI ROIG,C/,EMILI ROIG,Valencia,Valencia,Spain,39.4896896,-0.3903012,nominatim
CAMI ALQUERIA DEL GRANDE,CAMI,ALQUERIA DEL GRANDE,Valencia,Valencia,Spain,39.4956397,-0.358692,nominatim
ENTD ALQUERIA DEL SABATER,ENTD,ALQUERIA DEL SABATER,Valencia,Valencia,Spain,39.4434685,-0.3432133,nominatim
C/ BALUARD,C/,BALUARD,Valencia,Valencia,Spain,38.090582,-0.6564914,nominatim
C/ CASBAH DEL SALER,C/,CASBAH DEL SALER,Valencia,Valencia,Spain,39.3552824,-0.3143036,nominatim
C/ TORPEDINER,C/,TORPEDINER,Valencia,Valencia,Spain,39.4812352,-0.3865312,nominatim
PL TENDA,PL,TENDA,Valencia,Valencia,Spain,39.4975061,-0.4177239,nominatim
C/ SAMANIEGO,C/,SAMANIEGO,Valencia,Valencia,Spain,38.3663705,-0.5076033,nominatim
C/ REMOLCADOR,C/,REMOLCADOR,Valencia,Valencia,Spain,37.9438681,-0.7153414,nominatim
C/ RIU ARCOS,C/,RIU ARCOS,Valencia,Valencia,Spain,39.4650368,-0.3538417,nominatim
ENTD ROMUALD,ENTD,ROMUALD,Valencia,Valencia,Spain,39.3978047,-0.3314884,nominatim
CV PICASSENT,CV,PICASSENT,Valencia,Valencia,Spain,39.412021,-0.4641658,nominatim
C/ CORBETA,C/,CORBETA,Valencia,Valencia,Spain,38.3617617,-0.4342209,nominatim
C/ CARNISSERS,C/,CARNISSERS,Valencia,Valencia,Spain,39.4399295,-0.5014704,nominatim
C/ ACTOR MAURI,C/,ACTOR MAURI,Valencia,Valencia,Spain,39.4733821,-0.334749,nominatim
C/ AMOROSAS,C/,AMOROSAS,Valencia,Valencia,Spain,38.5957338,-0.6716583,nominatim
CAMI BROSQUIL,CAMI,BROSQUIL,Valencia,Valencia,Spain,39.5616439,-0.3015991,nominatim
BARRI LLUM,BARRI,LLUM,Valencia,Valencia,Spain,39.467562,-0.4148482,nominatim
PL MANISES,PL,MANISES,Valencia,Valencia,Spain,39.4768231,-0.3765843,nominatim
C/ MARSELLA,C/,MARSELLA,Valencia,Valencia,Spain,38.5463611,-0.092855,nominatim
PL MONISTROL,PL,MONISTROL,Valencia,Valencia,Spain,39.4438494,-0.3893346,nominatim
C/ PEDRERA,C/,PEDRERA,Valencia,Valencia,Spain,39.8370311,-0.8146686,nominatim
C/ PERE PATRICI MEY,C/,PERE PATRICI MEY,Valencia,Valencia,Spain,39.4924795,-0.3774919,nominatim
C/ PESCATERIA,C/,PESCATERIA,Valencia,Valencia,Spain,39.9857947,-0.0379955,nominatim
C/ RAMON DE CASTRO,C/,RAMON DE CASTRO,Valencia,Valencia,Spain,39.4638173,-0.3897429,nominatim
C/ RIPALDA,C/,RIPALDA,Valencia,Valencia,Spain,39.4785625,-0.3814682,nominatim
C/ SALABERT,C/,SALABERT,Valencia,Valencia,Spain,39.4628311,-0.39422,nominatim
C/ SANT JOSEP DE LA VEGA,C/,SANT JOSEP DE LA VEGA,Valencia,Valencia,Spain,38.0926546,-0.6546652,nominatim
C/ SANT PERE PASQUAL,C/,SANT PERE PASQUAL,Valencia,Valencia,Spain,39.4727604,-0.3844687,nominatim
C/ SÃNCHEZ COELLO,C/,SÃNCHEZ COELLO,Valencia,Valencia,Spain,39.4708295,-0.3324925,nominatim
C/ SANT ESPERIT,C/,SANT ESPERIT,Valencia,Valencia,Spain,39.6690196,-0.3342731,nominatim
C/ TOLEDÃ,C/,TOLEDÃ,Valencia,Valencia,Spain,39.4754888,-0.3760333,nominatim
C/ TORRE BAIXA,C/,TORRE BAIXA,Valencia,Valencia,Spain,38.5309935,-0.1646517,nominatim
